id,srno,eventDate,subject_title,debateType,sizeOfVideo,videoUrl
132,177,2025-08-18,Point of Order Rule 240,Submission by members,64 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8392-08-18-2025.mp4?source=membersrsmedia
133,177,2025-08-12,33rd Report of the Committee on Public Accounts,Parliamentary Committees,24 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8326-08-12-2025.mp4?source=membersrsmedia
134,177,2025-08-12,Rule 266 Residuary Powers,Submission by members,64 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8334-08-12-2025.mp4?source=membersrsmedia
135,177,2025-08-08,Reasons for declining Notices under Rule 267,Submission by members,25 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8250-08-08-2025.mp4?source=membersrsmedia
136,177,2025-08-07,Intravention under Rule 240,Submission by members,53 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8218-08-07-2025.mp4?source=membersrsmedia
137,177,2025-08-05,Intravention regarding CISF Deployment inside parliament,Submission by members,62 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8172-08-05-2025.mp4?source=membersrsmedia
138,177,2025-07-31,Matters raised with the permission of Chair regarding SIR of Election Commission Scheme,Submission by members,24 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8132-07-31-2025.mp4?source=membersrsmedia
139,177,2025-07-29,Discussion on Operation Sindoor,Business of House,652 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video8029-07-29-2025.mp4?source=membersrsmedia
140,177,2025-07-24,Farewell to the Retiring Members,Submission by members,133 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7960-07-24-2025.mp4?source=membersrsmedia
141,177,2025-04-03,The Waqf Amendment Bill 2025 and The Mussalman Wakf Repeal Bill 2024,Government Bills,327 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7781-04-03-2025.mp4?source=membersrsmedia
142,177,2025-04-03,Intervention during the discussion of The Waqf Amendment Bill 2025 and The Mussalman Wakf Repeal Bill 2024,Government Bills,42 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7782-04-03-2025.mp4?source=membersrsmedia
143,177,2025-04-03,Point of Order - The Waqf Amendment Bill 2025 and The Mussalman Wakf Repeal Bill 2024,Government Bills,12 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7790-04-03-2025.mp4?source=membersrsmedia
144,177,2025-04-03,Point of Order. - The Waqf Amendment Bill 2025 and The Mussalman Wakf Repeal Bill 2024,Government Bills,39 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7824-04-03-2025.mp4?source=membersrsmedia
145,177,2025-04-02,Question Hour,Question Hour,224 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7716-04-02-2025.mp4?source=membersrsmedia
146,177,2025-04-01,Matters raised with the Permission of the Chair,Special Mention,5 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7605-04-01-2025.mp4?source=membersrsmedia
147,177,2025-03-27,Question Hour,Question Hour,90 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7479-03-27-2025.mp4?source=membersrsmedia
148,177,2025-03-26,Matters raised with the permission of the chair,Special Mention,50 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7392-03-26-2025.mp4?source=membersrsmedia
149,177,2025-03-26,Papers laid on the Table,Papers laid on the Table,13 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7393-03-26-2025.mp4?source=membersrsmedia
150,177,2025-03-26,"point of order,The Banking Laws (Amendment) Bill, 2024",Government Bills,13 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7445-03-26-2025.mp4?source=membersrsmedia
151,177,2025-03-25,Question Hour,Question Hour,41 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7339-03-25-2025.mp4?source=membersrsmedia
152,177,2025-03-21,Submission by Member,Submission by members,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7260-03-21-2025.mp4?source=membersrsmedia
153,177,2025-03-18,Submission by Member,Submission by members,4 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7084-03-18-2025.mp4?source=membersrsmedia
154,177,2025-03-18,Discussion on the working of the Ministry of Health and Family Welfare,Union Budget,321 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video7213-03-18-2025.mp4?source=membersrsmedia
155,177,2025-03-12,Question Hour,Question Hour,266 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6948-03-12-2025.mp4?source=membersrsmedia
156,177,2025-03-11,Question Hour,Question Hour,39 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6864-03-11-2025.mp4?source=membersrsmedia
157,177,2025-03-11,INTRUPTION DURING DISCUSSION ON THE WORKING OF THE MINISTRY OF EDUCATION,Union Budget,18 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6898-03-11-2025.mp4?source=membersrsmedia
158,177,2025-02-13,Submission by Member,Submission by members,40 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6695-02-13-2025.mp4?source=membersrsmedia
159,177,2025-02-13,Intervene by Hon. Member on Union Budget 2025-26 in Rajya Sabha,Union Budget,9 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6757-02-13-2025.mp4?source=membersrsmedia
160,177,2025-02-06,Deportation of Indians from United States of America,Submission by members,31 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6382-02-06-2025.mp4?source=membersrsmedia
161,177,2024-12-19,Submission by members,Submission by members,14 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6185-12-19-2024.mp4?source=membersrsmedia
162,177,2024-12-16,Discussion on Constitution of India,Business of House,542 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6065-12-16-2024.mp4?source=membersrsmedia
163,177,2024-12-13,Submission by Member,Submission by members,35 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video6042-12-13-2024.mp4?source=membersrsmedia
164,177,2024-12-10,Point of Order,Submission by members,28 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5992-12-10-2024.mp4?source=membersrsmedia
165,177,2024-12-06,Submission by members,Submission by members,14 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5929-12-06-2024.mp4?source=membersrsmedia
166,177,2024-12-06,Matters raised with the permission of the Chair,Special Mention,52 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5939-12-06-2024.mp4?source=membersrsmedia
167,177,2024-12-05,Question hour,Question Hour,53 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5879-12-05-2024.mp4?source=membersrsmedia
168,177,2024-12-04,Question Hour,Question Hour,34 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5809-12-04-2024.mp4?source=membersrsmedia
169,177,2024-12-03,Question Hour,Question Hour,16 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5719-12-03-2024.mp4?source=membersrsmedia
170,177,2024-08-07,Zero hour,Special Mention,137 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5436-08-07-2024.mp4?source=membersrsmedia
171,177,2024-08-06,Special Mention,Special Mention,39 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5423-08-06-2024.mp4?source=membersrsmedia
172,177,2024-08-02,Private Members resolution,Private Member's Resolution,17 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5238-08-02-2024.mp4?source=membersrsmedia
173,177,2024-08-01,Special mention,Special Mention,10 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5128-08-01-2024.mp4?source=membersrsmedia
174,177,2024-08-01,Alternatives of Immuno contraceptive injection usage in animals,Question Hour,29 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5148-08-01-2024.mp4?source=membersrsmedia
175,177,2024-07-31,"Calling Attention of Minister of Home Affairs to the situation arising out of devastating landslide in Waynad, Kerala",Submission by members,46 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video5018-07-31-2024.mp4?source=membersrsmedia
176,177,2024-07-29,Short Duration Dicussion,Discussion Under Rule 193,116 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4833-07-29-2024.mp4?source=membersrsmedia
177,177,2024-07-26,Matters raised with the permission of the Chair,Special Mention,18 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4732-07-26-2024.mp4?source=membersrsmedia
178,177,2024-07-25,Question Hour,Question Hour,53 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4666-07-25-2024.mp4?source=membersrsmedia
179,177,2024-07-25,Special Mention,Special Mention,34 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4719-07-25-2024.mp4?source=membersrsmedia
180,177,2024-07-24,Supporting,Submission by members,10 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4620-07-24-2024.mp4?source=membersrsmedia
181,177,2024-07-24,Special mention,Special Mention,7 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4621-07-24-2024.mp4?source=membersrsmedia
182,177,2024-07-24,Rule Quoting,Submission by members,7 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4622-07-24-2024.mp4?source=membersrsmedia
183,177,2024-07-23,Clarity of Rule 238,Submission by members,11 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4556-07-23-2024.mp4?source=membersrsmedia
184,177,2024-07-22,Reply to assurances given in Parliament,Question Hour,26 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4553-07-22-2024.mp4?source=membersrsmedia
185,177,2024-07-01,Motion of thanks to the Presidents Address,Motion of thanks to the President's Address,593 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4382-07-01-2024.mp4?source=membersrsmedia
186,177,2024-06-28,Motion of thanks to the Presidents Address,Motion of thanks to the President's Address,24 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4353-06-28-2024.mp4?source=membersrsmedia
187,177,2024-06-28,Point of Order,Motion of thanks to the President's Address,24 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4356-06-28-2024.mp4?source=membersrsmedia
188,177,2024-02-10,Short Duration Discussion - White Paper of the Indian Economy,Business of House,145 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4292-02-10-2024.mp4?source=membersrsmedia
189,177,2024-02-09,Matters raised with the permission of the Chair,Special Mention,38 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4202-02-09-2024.mp4?source=membersrsmedia
190,177,2024-02-08,Farewell to the Retiring Members,Valedictory Reference,26 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video4088-02-08-2024.mp4?source=membersrsmedia
191,177,2024-02-05,Motion of thanks to the Presidents Address,Motion of thanks to the President's Address,407 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3862-02-05-2024.mp4?source=membersrsmedia
192,177,2023-12-13,Question Hour,Question Hour,78 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3390-12-13-2023.mp4?source=membersrsmedia
193,177,2023-12-12,"The Chief Election Commissioner and other Election Commissioners (Appointment, Conditions of Service and Term of Office) Bi,, 2023",Government Bills,208 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3322-12-12-2023.mp4?source=membersrsmedia
194,177,2023-12-08,Question Hour,Question Hour,36 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3092-12-08-2023.mp4?source=membersrsmedia
195,177,2023-12-08,Private Members Bill,Private Member's Bill,21 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3110-12-08-2023.mp4?source=membersrsmedia
196,177,2023-12-08,Private Members Bill.,Private Member's Bill,10 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3153-12-08-2023.mp4?source=membersrsmedia
197,177,2023-12-07,Question Hour,Question Hour,32 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video3010-12-07-2023.mp4?source=membersrsmedia
198,177,2023-12-05,Matter raised with the permission of the Chair,Special Mention,50 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2819-12-05-2023.mp4?source=membersrsmedia
199,177,2023-12-05,Special Mention,Special Mention,44 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2887-12-05-2023.mp4?source=membersrsmedia
200,177,2023-09-20,Discussion on India s Glorious Space Journey Marked by Successful Soft Landing of Chandrayaan - 3,Discussion Under Rule 193,102 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2569-20-09-2023.mp4?source=membersrsmedia
201,177,2023-09-18,"Discussion on Parliamentary Journey of 75 years Starting from Samvidhan Sabha - Achievements, Experiences, Memories and Learnings.",Business of House,306 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2545-18-09-2023.mp4?source=membersrsmedia
202,177,2023-08-11,Valedictory Reference,Valedictory Reference,50 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2497-11-08-2023.mp4?source=membersrsmedia
203,177,2023-08-11,Submission by Honorable Member...,Submission by members,43 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2517-11-08-2023.mp4?source=membersrsmedia
204,177,2023-08-10,Submission by Honorable Member,Submission by members,23 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2462-10-08-2023.mp4?source=membersrsmedia
205,177,2023-08-09,Submission by Honorable member,Submission by members,11 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2391-09-08-2023.mp4?source=membersrsmedia
206,177,2023-08-07,"The Government of National Capital Territory of Delhi (Amendment) Bill, 2023",Government Bills,230 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2241-07-08-2023.mp4?source=membersrsmedia
207,177,2023-08-03,Point of Order,Submission by members,17 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video2150-03-08-2023.mp4?source=membersrsmedia
208,177,2023-07-26,Point of Order,Submission by members,28 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1879-26-07-2023.mp4?source=membersrsmedia
209,177,2023-07-26,Question Hour,Question Hour,3 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1891-26-07-2023.mp4?source=membersrsmedia
210,177,2023-07-25,Submission by Honorable Member,Submission by members,14 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1851-25-07-2023.mp4?source=membersrsmedia
211,177,2023-04-06,Point of order,Special Mention,116 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1789-06-04-2023.mp4?source=membersrsmedia
212,177,2023-02-09,Matter raised with the permissio of the Chair,Special Mention,37 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1489-09-02-2023.mp4?source=membersrsmedia
213,177,2023-02-09,Question Hour,Question Hour,10 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1509-09-02-2023.mp4?source=membersrsmedia
214,177,2023-02-08,Discussion during Zero Hour,Special Mention,29 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1455-08-02-2023.mp4?source=membersrsmedia
215,177,2023-02-07,Motion of Thanks to the Presidents Address in Rajya Sabha,Motion of thanks to the President's Address,249 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1414-07-02-2023.mp4?source=membersrsmedia
216,177,2022-12-23,Special Mention,Special Mention,60 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1211-23-12-2022.mp4?source=membersrsmedia
217,177,2022-12-22,The Constitution (Scheduled Tribes) Order (Second Amendment) Bill 2022,Government Bills,92 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video1152-22-12-2022.mp4?source=membersrsmedia
218,177,2022-12-21,Special Mention,Special Mention,38 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video988-21-12-2022.mp4?source=membersrsmedia
219,177,2022-12-15,Question Hour,Question Hour,27 MB,https://sansad.in/getFile/AVDebates/AVRSDebatesClips/VideoGallery/Videos/video647-15-12-2022.mp4?source=membersrsmedia
