id,srno,billno,billName,introducedInHouse,introducedDate,ministry,member,billCategory,datePassed_in_LS,datePassed_in_RS,reportPresented,actNoAndYear,status,pdfUrl
1668,2518,LII,"The National Commission for Men Bill, 2025",Rajya Sabha,2025-12-05,SOCIAL JUSTICE AND EMPOWERMENT,Ashok Kumar Mittal Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/171211202545803PM.pdf?source=legislation
1669,2518,LVI,"The Stray and Wild Animal Attacks (Prevention and Welfare) Bill, 2025",Rajya Sabha,2025-12-05,"fisheries, animal husbandry and dairying",Ashok Kumar Mittal Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/161211202545749PM.pdf?source=legislation
1670,2518,XX,"The Right to Health Care Services Bill, 2025",Rajya Sabha,2025-12-05,HEALTH AND FAMILY WELFARE,Ashok Kumar Mittal Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/151211202545736PM.pdf?source=legislation
1671,2518,LXXXII,"The Constitution (Amendment) Bill, 2024 (insertion of new article 21-B and amendment of the Seventh Schedule)",Rajya Sabha,2025-02-07,HEALTH AND FAMILY WELFARE,Ashok Kumar Mittal Dr.,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/5e214202543921PM.pdf?source=legislation
1672,2518,XXXVII,"The Asha Workers (Regularization of Service and Other Benefits) Bill, 2024",Rajya Sabha,2025-02-07,HEALTH AND FAMILY WELFARE,Ashok Kumar Mittal Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/4e214202543853PM.pdf?source=legislation
1673,2518,CVI,"The Constitution (Amendment) Bill, 2022 (insertion of new Part XVIA and amendment of article 366)",Rajya Sabha,2023-12-08,AGRICULTURE & FARMERS WELFARE,Ashok Kumar Mittal Dr.,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/consti XVIA13202410700PM.pdf?source=legislation
1674,2518,CVII,"The Shopkeepers’ Welfare Bill, 2022.",Rajya Sabha,2023-12-08,COMMERCE AND INDUSTRY,Ashok Kumar Mittal Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/shopkeepers welfare-E1219202350231PM.pdf?source=legislation
1675,2518,LI,"The Indian Institute of Nuclear Medicine Bill, 2022",Rajya Sabha,2022-08-05,ATOMIC ENERGY,Ashok Kumar Mittal Dr.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/12-E_257.pdf?source=legislation
1676,2518,XLIV,"The All-India Services (Amendment) Bill, 2022",Rajya Sabha,2022-08-05,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Ashok Kumar Mittal Dr.,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/11-E_257.pdf?source=legislation
1677,161,LV,"The Cigarettes ( Regulation of Production Cupply and Distribution Amendment Bill,1997",Rajya Sabha,1998-12-06,HEALTH AND FAMILY WELFARE,Anantray Devshanker Dave Shri,Ordinary Bill,,,,,Lapsed,
1678,161,XXXVII,"The High Court of Ahmedabad (Establishment of a Permanent Bench at Rajkot) Bill, 1990",Rajya Sabha,1990-08-31,,Anantray Devshanker Dave Shri,Ordinary Bill,,,,,Lapsed,
1679,1369,XXXIX,"The Drugs (Price Control) Bill, 2014",Rajya Sabha,2014-12-12,HEALTH AND FAMILY WELFARE,Sanjay Sinh Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/drug-E.pdf?source=legislation
1680,1369,XXXVII,"The Constitution (Amendment) Bill, 2014 (amendment of article 39)",Rajya Sabha,2014-12-12,RURAL DEVELOPMENT,Sanjay Sinh Dr.,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/39-E.pdf?source=legislation
1681,1369,XXXVIII,"The Constitution (Amendment) Bill, 2014 (amendment of article 214)",Rajya Sabha,2014-12-12,LAW AND JUSTICE,Sanjay Sinh Dr.,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/214-E.pdf?source=legislation
1682,2519,LXXXVIII,"The Prevention of Black Magic, Witch-Hunting and Superstitious Practices Bill, 2024",Rajya Sabha,2025-02-07,WOMEN AND CHILD DEVELOPMENT,Sanjeev Arora Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/38e214202550959PM.pdf?source=legislation
1683,1750,XIXL,"The Companies (Amendment) Bill, 1990",Rajya Sabha,1990-08-31,,Ram Awadhesh Singh Shri,Ordinary Bill,,,,,Lapsed,
1684,164,I,"The Constitution (Amendment) Bill, 2011 (to amend article 25)",Rajya Sabha,2011-02-25,HOME AFFAIRS,Sukhdev Singh Dhindsa Sardar,Constitutional Amendment Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/cons-25.pdf?source=legislation
1685,164,76,"The Government Servants (Declaration of  Assets and Investigation) Bill, 2003 by Shri Shriprakash Jaiswal, M.P.",Lok Sabha,2003-05-12,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Shriprakash Jaiswal Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2816LS.pdf?source=legislation
1686,164,24,"The Disinvestment of Public Sector Enterprises (Scrutiny by Parliament) Bill, 2003",Lok Sabha,2003-05-02,DISINVESTMENT,Shriprakash Jaiswal Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/80LS.pdf?source=legislation
1687,586,XXXV,"The Registration of Conversions Bill, 1968",Rajya Sabha,1968-11-29,HOME AFFAIRS,J.S. Tilak Shri,Ordinary Bill,,,,,Lapsed,
1688,2135,XIV,"The Constitution (Amendment) Bill, 2015 (amendment of Eighth Schedule)",Rajya Sabha,2015-04-24,HOME AFFAIRS,Bhalchandra Mungekar Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/8 schdule XIV-E.pdf?source=legislation
1689,2137,LI,"The Indian Penal Code (Amendment) Bill, 2013.",Rajya Sabha,2014-07-11,HOME AFFAIRS,K.N. Balagopal Shri,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Ipc- E.pdf?source=legislation
1690,2522,XCVII,"The Representation of the People (Amendment) Bill, 2024",Rajya Sabha,2025-12-05,LAW AND JUSTICE,Raghav Chadha Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/591211202550905PM.pdf?source=legislation
1691,2522,XLIV,"The Criminal Laws (Amendment) Bill, 2024",Rajya Sabha,2025-12-05,HOME AFFAIRS,Raghav Chadha Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/571211202550841PM.pdf?source=legislation
1692,2522,XLVI,"The Public Examinations (Prevention of Unfair Means) Amendment Bill, 2024",Rajya Sabha,2025-12-05,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Raghav Chadha Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/581211202550852PM.pdf?source=legislation
1693,2522,C,"The Prevention of Money Laundering (Amendment) Bill, 2022",Rajya Sabha,2023-12-08,FINANCE,Raghav Chadha Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/money laundering-E1219202345243PM.pdf?source=legislation
1694,2522,CV,"The Constitution (Amendment) Bill, 2022 (substitution of articles 153,154 etc.)",Rajya Sabha,2023-12-08,HOME AFFAIRS,Raghav Chadha Shri,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/consti154 Raghav E132024115747AM.pdf?source=legislation
1695,2522,XIX,"The Decriminalization of Defamation Bill, 2023.",Rajya Sabha,2023-12-08,HOME AFFAIRS,Raghav Chadha Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/decriminalization-E1219202364348PM.pdf?source=legislation
1696,2522,LII,"The Minimum Support Price Guarantee Bill, 2022",Rajya Sabha,2022-08-05,AGRICULTURE & FARMERS WELFARE,Raghav Chadha Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/min suport.pdf?source=legislation
1697,2522,XLIII,"The Constitution (Amendment) Bill, 2022 (amendment of articles 102, 191 etc.)",Rajya Sabha,2022-08-05,LAW AND JUSTICE,Raghav Chadha Shri,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/9-E_257.pdf?source=legislation
1698,2523,XCVII,"The Khadi Spinners, Weavers and Khadi Institutions (Protection and Welfare) Bill, 2022.",Rajya Sabha,2023-12-08,"MICRO, SMALL AND MEDIUM ENTERPRISES",Aneel Prasad Hegde Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/khadi spinners-E1219202363210PM.pdf?source=legislation
1699,2523,XX,"The Sustainable Agriculture (Ban on Harmful Chemicals) Bill, 2023",Rajya Sabha,2023-12-08,AGRICULTURE & FARMERS WELFARE,Aneel Prasad Hegde Shri,Ordinary Bill,,,,,Removed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/sustainable agriculture-E1219202365142PM.pdf?source=legislation
1700,167,XXV,"The National Commission for Homeless Children Bill, 2003.",Rajya Sabha,2003-04-25,SOCIAL JUSTICE AND EMPOWERMENT,Saroj Dubey Smt.,Ordinary Bill,,,,,,
1701,167,XXVI,"The Prevention of Food Adulteration (Amendment) Bill, 2003.",Rajya Sabha,2003-04-25,HEALTH AND FAMILY WELFARE,Saroj Dubey Smt.,Ordinary Bill,,,,,,
1702,167,VI,"The Indian Penal Code ( Amendment) Bill,1999.",Rajya Sabha,1999-12-03,HOME AFFAIRS,Saroj Dubey Smt.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/VI_1999.pdf?source=legislation
1703,167,VII,"The Code of Criminal Procedure (Amendment) Bill,1999.",Rajya Sabha,1999-12-03,HOME AFFAIRS,Saroj Dubey Smt.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/VII_1999.pdf?source=legislation
1704,167,XXXIII,"The Motor Vehicles ( Amendment) Bill,1998",Rajya Sabha,1998-12-18,,Saroj Dubey Smt.,Ordinary Bill,,,,,Lapsed,
1705,167,XL,"The Inevention of Rape on  Women and Givls by Relation and Close Agnaintanees Bill,1997",Rajya Sabha,1998-12-06,HUMAN RESOURCE  DEVELOPMENT,Saroj Dubey Smt.,Ordinary Bill,,,,,,
1706,168,164,"The Constitution (Amendment) Bill, 2000 (Amendment of article 130)",Lok Sabha,2001-07-27,,A.D.K. Jeyaseelan Dr.,Money Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4580LS.pdf?source=legislation
1707,168,168,"The Constitution (Amendment) Bill,2000 (Amendment of seventh schedule)",Lok Sabha,2001-07-27,HUMAN RESOURCE  DEVELOPMENT,A.D.K. Jeyaseelan Dr.,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/168_2000.pdf?source=legislation
1708,168,59,"The Constitution (Amendment) Bill, 2000 (Amendment of articles 15 and 16)",Lok Sabha,2000-04-20,HOME AFFAIRS,A.D.K. Jeyaseelan Dr.,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4547LS.pdf?source=legislation
1709,168,67,"The Widows`  Protection Bill, 2000",Lok Sabha,2000-04-20,HUMAN RESOURCE  DEVELOPMENT,A.D.K. Jeyaseelan Dr.,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4593LS.pdf?source=legislation
1710,168,71,"The Constitution (Amendment) Bill, 2000 (Substitution of new article for article 120, etc.)",Lok Sabha,2000-04-20,HOME AFFAIRS,A.D.K. Jeyaseelan Dr.,Financial Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4616LS.pdf?source=legislation
1711,168,X,"The Publlic Liberaries Bill,1998",Rajya Sabha,1998-12-06,HUMAN RESOURCE  DEVELOPMENT,Kartar Singh Duggal Shri,Ordinary Bill,,,,,Withdrawn,
1712,168,LXXI,"The Cultural Workers Welfare Funds Bill, 2002",Rajya Sabha,,HUMAN RESOURCE  DEVELOPMENT,Kartar Singh Duggal Shri,Ordinary Bill,,,,,,
1713,2526,XLIX,"The Witness Protection Bill, 2023",Rajya Sabha,2024-02-02,HOME AFFAIRS,S Niranjan Reddy Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/05_witness protection_niranjan-E29202470700PM.pdf?source=legislation
1714,2142,XII,"The Code of Civil Procedure (Amendment) Bill, 2015",Rajya Sabha,2015-04-24,HOME AFFAIRS,Avinash Rai Khanna Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/code civil-E.pdf?source=legislation
1715,2142,XIII,"The Indian Penal Code (Amendment) Bill, 2015",Rajya Sabha,2015-04-24,HOME AFFAIRS,Avinash Rai Khanna Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/IPC-XIII-E AV.pdf?source=legislation
1716,2142,LIV,"The Compulsory Military Training Bill, 2012",Rajya Sabha,2012-12-07,DEFENCE,Avinash Rai Khanna Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/miltry-E.pdf?source=legislation
1717,2142,LVI,"The Free and Compulsory Primary, Secondary, Higher and Technical Education Bill, 2012",Rajya Sabha,2012-12-07,HUMAN RESOURCE  DEVELOPMENT,Avinash Rai Khanna Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/free com-E.pdf?source=legislation
1718,2142,XLIII,"The Orphans (Reservation of Posts in Government Establishment) Bill, 2012",Rajya Sabha,2012-11-23,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Avinash Rai Khanna Shri,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/orpan-E.pdf?source=legislation
1719,985,XLIV,"The Rights of Dwellers as Owners of the Land Bill, 2019",Rajya Sabha,2019-11-22,RURAL DEVELOPMENT,B.K. Hariprasad Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/dweller-E-22 11 19.pdf?source=legislation
1720,985,XV,"The Constitution (Amendment) Bill, 2016 (amendment of the Eighth Schedule)",Rajya Sabha,2016-08-05,HOME AFFAIRS,B.K. Hariprasad Shri,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/8 schd-5816-E.pdf?source=legislation
1721,985,XXII,"The Constitution (Amendment) Bill, 2016 (insertion of new article 338B)",Rajya Sabha,2016-08-05,SOCIAL JUSTICE AND EMPOWERMENT,B.K. Hariprasad Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/338B-5816-E.pdf?source=legislation
1722,985,LVI,"The Slums and Jhuggi-Jhopri Areas (Basic Amenities and Clearance) Bill, 2015",Rajya Sabha,2015-12-04,HOUSING AND URBAN POVERTY ALLEVIATION,B.K. Hariprasad Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/slumjhugi-237w-E.pdf?source=legislation
1723,594,XIV,"The Constitution (Amendment) Bill, 1970 [to amend the First Schedule and article 239A]",Rajya Sabha,1970-03-20,HOME AFFAIRS,C.L. Varma Shri,Ordinary Bill,,,,,Lapsed,
1724,172,XXXIII,"The Prevention of Comminalisation of Education & Educational institutuons Bill,2000",Rajya Sabha,2000-07-28,HUMAN RESOURCE  DEVELOPMENT,Eduardo Faleiro Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXXIII_2000.pdf?source=legislation
1725,172,III,"The Constitution (Scheduled Castes) Order (Amendment) Bill, 2000",Rajya Sabha,2000-04-28,SOCIAL JUSTICE AND EMPOWERMENT,Eduardo Faleiro Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/III_2000.pdf?source=legislation
1726,172,XXXII,"The Representation of the People (Amendment) Bill, 1999",Rajya Sabha,2000-04-28,,Eduardo Faleiro Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXXII_1999.pdf?source=legislation
1727,172,XXXIV,"The Constitution (Amendment) Bill, 1999 (to amend the articles 28A, 226B the Nineth Schedule)",Rajya Sabha,2000-04-28,HOME AFFAIRS,Eduardo Faleiro Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXXIV_1999.pdf?source=legislation
1728,172,XXXV,"The Constitution (Scheduled Tribes) Order (Amendment) Bill,1999",Rajya Sabha,1999-12-03,SOCIAL JUSTICE AND EMPOWERMENT,Eduardo Faleiro Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/XXXV_1999.pdf?source=legislation
1729,2144,XX,"The Constitution (Amendment) Bill, 2020 (insertion of new articles 12A and 12B).",Rajya Sabha,2021-12-03,HOME AFFAIRS,Y. S. Chowdary Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/const amend 12article-E.pdf?source=legislation
1730,173,XI,"The Domestic Workers (Regulation of Work and Social Security) Bill, 2017",Rajya Sabha,2017-04-07,LABOUR  AND  EMPLOYMENT,Oscar Fernandes Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/domestic-7417-E.pdf?source=legislation
1731,599,XXXI,"The Foreigners (Amendment) Bill, 1968",Rajya Sabha,1968-11-29,EXTERNAL AFFAIRS,Man Singh Varma Shri,Ordinary Bill,,,,,,
1732,990,XXVIII,"The Pensions Bill,1973.",Rajya Sabha,1973-08-31,,Vithalbhai M. Patel Shri,Ordinary Bill,,,,,Lapsed,
1733,990,XVI,"The compamies ( Amendment)  Bill 1973. ( Amendment of section 224,226,275,276,277 and 279& insertion of new section618A)",Rajya Sabha,1973-08-03,,Vithalbhai M. Patel Shri,Ordinary Bill,,,,,Lapsed,
1734,1761,I,"The Constitution (Amendment) Bill, 1970 [to amend the Eighth Schedule]",Rajya Sabha,1970-03-20,HOME AFFAIRS,Sinam Krishnamohan Singh Shri,Ordinary Bill,,,,,Lapsed,
1735,175,LXVIII,"The Constitution (Amendment) Bill, 2022 (amendment of the Eighth Schedule)",Rajya Sabha,2023-12-08,HOME AFFAIRS,Rajeev Shukla Shri,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/consti 8th rajeev-E1219202350919PM.pdf?source=legislation
1736,1762,LX,"The Constitution( amendment) Bill,1995( to amend article 239AA)",Rajya Sabha,1995-03-31,HOME AFFAIRS,Tribhuvan Narayan Singh Shri,Constitutional Amendment Bill,,,,,Lapsed,
1737,2533,XLVII,"The National Tribal Heritage Council Bill, 2024",Rajya Sabha,2025-02-07,TRIBAL AFFAIRS,Sumitra Balmik Smt.,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/10e214202544115PM.pdf?source=legislation
1738,177,XXIII,"The Constitution (Amendment) Bill, 2024 (substitution of article 3).",Rajya Sabha,2024-07-26,HOME AFFAIRS,Tiruchi Siva Shri,Constitutional Amendment Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/11-ConstAmend-insert-E731202483130PM.pdf?source=legislation
1739,177,LXI,"The Right of Children to Free and Compulsory Education (Amendment) Bill , 2023",Rajya Sabha,2023-12-08,EDUCATION,Tiruchi Siva Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Right of Children Tiruchi Siva1219202343507PM.pdf?source=legislation
1740,177,LIX,"The Official Languages Bill, 2022.",Rajya Sabha,2022-12-09,HOME AFFAIRS,Tiruchi Siva Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/12 E 258 Session1213202275506PM.pdf?source=legislation
1741,177,XIV,"The Women's (Reservation in Workplace) Bill, 2021.",Rajya Sabha,2021-12-03,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Tiruchi Siva Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/woman reservation-E.pdf?source=legislation
1742,177,LIV,"The Constitution (Amendment) Bill, 2018 (amendment of article 239AA)",Rajya Sabha,2019-06-21,HOME AFFAIRS,Tiruchi Siva Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/239AA-E-21619.pdf?source=legislation
1743,177,XLVII,"The Women’s (Reservation in Workplace) Bill, 2016",Rajya Sabha,2016-11-18,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Tiruchi Siva Shri,Ordinary Bill,,,,,Lapsed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/womn res work-181116-E.pdf?source=legislation
1744,177,LVIII,"The Constitution (Amendment) Bill, 2015 (amendment of article 324)",Rajya Sabha,2015-12-18,LAW AND JUSTICE,Tiruchi Siva Shri,Ordinary Bill,,,,,Withdrawn,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/324-237w-E.pdf?source=legislation
1745,177,XLIX,"The Rights of Transgender Persons Bill, 2014",Rajya Sabha,2014-12-12,SOCIAL JUSTICE AND EMPOWERMENT,Tiruchi Siva Shri,Ordinary Bill,,2015-04-24,,,Passed,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/trangder-E.pdf?source=legislation
1746,2535,LI,"The Solid Waste Management Bill, 2025",Rajya Sabha,2025-12-05,"ENVIRONMENT, FOREST AND CLIMATE CHANGE",R. Girirajan Shri,Financial Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/451211202550527PM.pdf?source=legislation
1747,2535,II,"The  Hindu Marriage (Amendment) Bill, 2024",Rajya Sabha,2024-07-26,LAW AND JUSTICE,R. Girirajan Shri,Ordinary Bill,,,,,Pending,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/4-hindu marriage_girirajan-E731202482719PM.pdf?source=legislation
