srno,member_name,party,state_ut,status,age,term
886,"Ramesh Babu, Shri S. B.",CONG(I),Andhra Pradesh,Former,,1 (1982–1988)
887,"Rameshwar Singh, Shri",Lok Dal,Uttar Pradesh,Former,,1 (1978–1984)
888,"Deshmukh, Shri Ramrao Madhavrao",Congress,Bombay,Former,,"2 (1952–1958, 1958–1964)"
889,"Ramiah, Dr. K.",Nominated,Nominated,Former,,1 (1968–1974)
890,"Ranawat, Shri Mahendra Singh",Congress,Rajasthan,Former,,1 (1952–1954)
891,"Ranbir Singh, Shri",Congress,Haryana,Former,,1 (1972–1978)
892,"Ranga, Shri N. G.",CONG(I),Madras,Former,,"2 (1952–1958, 1977–1980)"
893,"Ranganathan, Shri S.",Independent & Others,Tamil Nadu,Former,,1 (1974–1980)
894,"Ranjit Singh, Shri",Janata Dal,Haryana,Former,,1 (1990–1992)
895,"Deshmukh, Shri Narsinghrao Balbhimrao",Peasants and Workers Party,Bombay,Former,,"2 (1952–1954, 1954–1960)"
896,"Deshmukh, Shri Bapuraoji Marotraoji",CONG(I),Maharashtra,Former,,1 (1976–1982)
897,"Desai, Shri Suresh J.",Congress,Gujarat,Former,,"2 (1960–1966, 1966–1972)"
898,"Desai, Shri R.M.",CONG(I),Karnataka,Former,,1 (1976–1982)
899,"Rao, Dr. A.Subba",Communist Party of India,Kerala,Former,,1 (1958–1964)
900,"Desai, Shri Jagesh",CONG(I),Maharashtra,Former,,"2 (1984–1990, 1990–1996)"
901,"Desai, Shri Khandubhai K.",Congress,Bombay,Former,,"2 (1959–1964, 1964–1970)"
902,"Rao, Prof. B. Ramachandra",CONG(I),Andhra Pradesh,Former,,1 (1982–1988)
903,"Desai, Shri Janardhan Rao",Congress,Mysore,Former,,1 (1956–1962)
904,"Desai, Shri Dajiba Balwantrao",Peasants and Workers Party,Others,Former,,1 (1960–1966)
906,"Deori, Smt. Omem Moyong",CONG(I),Arunachal Pradesh,Former,,1 (1984–1990)
907,"Deo, Shri K.P. Singh",Swatantra Party,Odisha,Former,,1 (1972–1976)
908,"Deogirikar, Shri T.R.",Congress,Bombay,Former,,"2 (1952–1956, 1956–1962)"
909,"Deo, Shri Bira Kesari",Swatantra Party,Odisha,Former,,"2 (1967–1970, 1970–1976)"
910,"Deepak, Shri Krishan Kumar",Janata Dal,Haryana,Former,,1 (1990–1992)
911,"Rao, Shri B. Ramakrishna",Congress,Andhra Pradesh,Former,,1 (1962–1966)
912,"Paswan, Shri Kameshwar",Bharatiya Janata Party,Bihar,Former,,1 (1990–1996)
913,"Rao, Shri B. Shiva",Congress,Mysore,Former,,1 (1957–1960)
914,"Rao, Shri D. Ramanuja",Congress,Andhra Pradesh,Former,,1 (1960–1962)
916,"Paswan, Shri Ram Bhagat",CONG(I),Bihar,Former,,1 (1980–1986)
917,"Deb Burman, Shri Bir Chandra",Communist Party of India,Tripura,Former,,1 (1974–1980)
918,"Rao, Shri Gopala Rao",Telugu Desam Party,Andhra Pradesh,Former,,1 (1986–1992)
919,"Deb, Shri Suresh Chandra",Congress,Assam,Former,,"2 (1957–1960, 1960–1966)"
920,"Patel, Smt. Anandiben Jethabhai",Bharatiya Janata Party,Gujarat,Former,,1 (1994–2000)
921,"Rao, Dr. K. L. Narasimha",Congress,Andhra Pradesh,Former,,1 (1960–1966)
922,"Deb, Shri Shankar Pratap Singh",Swatantra Party,Odisha,Former,,1 (1964–1970)
923,"Rao, Shri K. V. R. S. Balasubba",CONG(I),Andhra Pradesh,Former,,1 (1981–1984)
924,"Patel, Shri Chhotubhai",CONG(I),Gujarat,Former,,1 (1987–1993)
925,"Dave, Shri Somnath P.",Congress,Bombay,Former,,"2 (1952–1958, 1958–1964)"
926,"Rao, Shri Katragadda Srinivasa",Independent & Others,Andhra Pradesh,Former,,1 (1970–1976)
927,"Dave, Shri Rohit Manushankar",Praja Socialist Party,Bombay,Former,,1 (1958–1964)
928,"Rao, Shri Kotamraju  Rama",Congress,Madras,Former,,1 (1952–1954)
929,"Patel, Shri Dahyabhai V.",Other,Bombay,Former,,"3 (1958–1964, 1964–1970, 1970–1976)"
930,"Dass, Shri Mahabir",Congress,Bihar,Former,,"2 (1962–1968, 1968–1974)"
931,"Rao, Shri Narla Venkateswara",Congress,Andhra Pradesh,Former,,"2 (1958–1964, 1964–1970)"
932,"Das Gupta, Shri Gurudas",Communist Party of India,West Bengal,Former,,"3 (1985–1988, 1988–1994, 1994–2000)"
933,"Rao, Shri R. Samba Siva",CONG(I),Andhra Pradesh,Former,,1 (1982–1988)
934,"Patel, Shri D.K.",Jansangh,Gujarat,Former,,1 (1970–1976)
935,"Rao, Shri Raghavendra",Congress,Mysore,Former,,1 (1954–1960)
936,"Dass, Shri A. Dharam",Congress,Uttar Pradesh,Former,,"2 (1952–1958, 1958–1964)"
937,"Dasgupta, Shri Tarit Mohan",Congress,Tripura,Former,,1 (1962–1968)
938,"Dasappa, Shri H.C.",Indian National Congress,Others,Former,,1 (1954–1960)
939,"Patel, Shri Harihar",Other,Odisha,Former,,1 (1958–1964)
940,"Das, Ms. Shoila Bala",Congress,Odisha,Former,,1 (1952–1954)
941,"Das, Smt. Pushpalata",Congress,Assam,Former,,"2 (1952–1956, 1956–1962)"
942,"Das, Shri Nanda Kishore",Congress,Odisha,Former,,1 (1960–1966)
943,"Ramji Lal, Shri",Indian National Congress,Haryana,Former,,"2 (1992–1998, 1994–2000)"
944,"Patel, Shri Maganbhai Shankerbhai",Congress,Gujarat,Former,,"2 (1960–1962, 1962–1968)"
945,"Das, Smt. Monika",CONG(I),Karnataka,Former,,1 (1980–1986)
946,"Das, Smt. Mira",Janata Dal,Odisha,Former,,1 (1990–1996)
947,"Das, Mahant Laxmi Narain",Congress,Madhya Pradesh,Former,,1 (1962–1968)
948,"Rao, Smt. Rathnabai Sreenivasa",Janata,Andhra Pradesh,Former,,1 (1972–1978)
949,"Patel, Ms. Maniben Vallabhbhai",Other,Gujarat,Former,,1 (1964–1970)
950,"Rao, Shri S. V. Krishna Moorthy",Indian National Congress,Mysore,Former,,"2 (1952–1956, 1956–1962)"
953,"Das, Shri Biswanath",Congress,Odisha,Former,,"2 (1954–1960, 1960–1966)"
954,"Patel, Shri Manubhai",Janata Dal,Gujarat,Former,,1 (1978–1984)
955,"Das, Shri Bipinpal",CONG(I),Assam,Former,,"2 (1970–1976, 1976–1982)"
956,"Patel, Shri Ram Pujan",Indian National Congress,Uttar Pradesh,Former,,1 (1981–1986)
957,"Das, Shri Bhubanananda",Congress,Odisha,Former,,1 (1957–1958)
958,"Das, Shri Basant Kumar",Janata Dal,Odisha,Former,,1 (1990–1996)
959,"Patel, Dr. Shanti G.",Janata Dal,Maharashtra,Former,,1 (1980–1986)
960,"Das, Shri Banka Behary",Praja Socialist Party,Odisha,Former,,1 (1966–1972)
961,"Jagir Singh, Shri",CONG(I),Punjab,Former,,1 (1992–1998)
962,"Patel, Shri Sundarmani",Other,Odisha,Former,,"2 (1962–1968, 1968–1974)"
963,"Patel, Shri Tribhovandas Kishibhai",Congress,Gujarat,Former,,"2 (1967–1968, 1968–1974)"
964,"Darbara Singh, Shri",CONG(I),Punjab,Former,,1 (1984–1990)
965,"Dar, Shri Abdul Ghani",PIP,Punjab,Former,,1 (1962–1967)
966,"Daphtary, Shri C.K.",Nominated,Nominated,Former,,1 (1972–1978)
967,"Dangre, Shri R.V.",Congress,Madhya Pradesh,Former,,1 (1954–1960)
968,"Dang, Smt. Satyavati",CONG(I),Himachal Pradesh,Former,,1 (1968–1974)
969,"Damodaran, Shri Kizhedath",Communist Party of India,Kerala,Former,,1 (1964–1970)
970,"Dalwai, Shri Husen",CONG(I),Maharashtra,Former,,1 (1984–1990)
971,"Dalpat Singh, Shri",Congress,Rajasthan,Former,,"2 (1964–1966, 1966–1972)"
972,"Dalmia, Shri Sanjay",Samajwadi Party,Uttar Pradesh,Former,,1 (1994–1998)
973,"Daga, Shri Sitaram",Congress,West Bengal,Former,,1 (1957–1958)
974,"Daga, Shri Narayandas K.",Congress,Hyderabad,Former,,1 (1954–1958)
975,"Husain, Shri M.F.",Nominated,Nominated,Former,,1 (1986–1992)
976,"Himmat Sinh, Shri",Congress,Gujarat,Former,,1 (1972–1978)
977,"Himatsingka, Shri P.D.",Congress,West Bengal,Former,,1 (1956–1962)
978,"Hensman, Smt. Mona",Congress,Madras,Former,,1 (1952–1956)
979,"Hemrom, Shri Sunder Mohan",Congress,Odisha,Former,,1 (1952–1956)
980,"Hegde, Shri K.S.",Congress,Madras,Former,,"2 (1952–1954, 1954–1960)"
981,"Heerachand, Shri D.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1980–1986)
982,"Havanur, Shri L.G.",CONG(I),Karnataka,Former,,1 (1977–1978)
983,"Hathi, Shri Jai Sukh Lal",Congress,Saurashtra,Former,,"3 (1952–1958, 1962–1968, 1968–1974)"
984,"Hashim, Shri M.M.",CONG(I),Andhra Pradesh,Former,,1 (1990–1996)
985,"Hariprasad, Shri B.K.",Indian National Congress,Karnataka,Former,71.0,"4 (1990–1996, 2004–2010, 2013–2014, 2014–2020)"
986,"Hashmi, Shri Syed Ahmad",Congress,Uttar Pradesh,Former,,"2 (1974–1980, 1980–1986)"
987,"Hashmi, Shri Shamim",CONG(I),Bihar,Former,,"2 (1988–1994, 1989–1994)"
988,"Haridas, Shri C.",Indian National Congress,Kerala,Former,,1 (1980–1986)
989,"Patel, Smt. Urmilaben Chimanbhai",CONG(I),Gujarat,Former,,1 (1993–1999)
990,"Patel, Shri Vithalbhai M.",CONG(I),Gujarat,Former,,"2 (1982–1988, 1988–1994)"
991,"Hardikar, Dr. N.S.",Congress,Mysore,Former,,"2 (1952–1956, 1956–1962)"
992,"Pathak, Shri Ananda",Communist Party of India (Marxist),West Bengal,Former,,"2 (1977–1978, 1978–1984)"
993,"Haq, Molana Asrarul",Indian National Congress,Rajasthan,Former,,1 (1980–1986)
994,"Pathak, Shri Gopal Swarup",Congress,Uttar Pradesh,Former,,"2 (1960–1966, 1966–1972)"
995,"Patil, Shri Deorao",CONG(I),Maharashtra,Former,,1 (1974–1980)
996,"Patil, Shri Dinkarrao Govindrao",CONG(I),Maharashtra,Former,,1 (1982–1988)
997,"Hanumanthappa, Shri H.",CONG(I),Karnataka,Former,,"3 (1982–1988, 1988–1994, 1994–2000)"
998,"Patil, Shri Gulabrao",CONG(I),Maharashtra,Former,,"2 (1966–1972, 1972–1978)"
999,"Patil, Shri Pandharinath Sitaramji",Congress,Maharashtra,Former,,"2 (1962–1968, 1968–1974)"
1000,"Patil, Dr. Gopalrao Vithalrao",Bharatiya Janata Party,Maharashtra,Former,,1 (1994–2000)
1002,"Rao, Shri T. Bhaskara",Independent & Others,Madras,Former,,1 (1952–1960)
1003,"Rao, Shri V. C. Kesava",CONG(I),Andhra Pradesh,Former,,"4 (1956–1962, 1962–1968, 1974–1980, 1980–1986)"
1004,"Rao, Shri V. Hanumantha",Indian National Congress,Telangana,Former,77.0,"4 (1992–1998, 2004–2010, 2010–2014, 2014–2016)"
1005,"Kabir, Prof. Humayun",Congress,West Bengal,Former,,1 (1956–1962)
1006,"Kadharsha, Shri M.",Dravida Munnetra Kazhagam,Tamil Nadu,Former,,"2 (1974–1980, 1983–1989)"
1007,"Kaimal, Shri Aravindakshan",Other,Kerala,Former,,1 (1967–1968)
1008,"Kakati, Shri Robin",Janata,Assam,Former,,"2 (1962–1968, 1978–1984)"
1009,"Patil, Smt. Pratibha Devisingh",Indian National Congress,Maharashtra,Former,,1 (1985–1990)
1010,"Rao, Shri V. Prasad",Communist Party of India,Hyderabad,Former,,1 (1954–1960)
1011,"Kakkilaya, Shri B.V.",Communist Party of India,Madras,Former,,1 (1952–1954)
1012,"Hanspal, Shri Harvendra Singh",CONG(I),Punjab,Former,,"2 (1980–1986, 1986–1992)"
1013,"Rao, Shri V. Rajeshwar",CONG(I),Andhra Pradesh,Former,,1 (1992–1998)
1015,"Rao, Shri Yalla Sesi Bhushana",Telugu Desam Party,Andhra Pradesh,Former,,1 (1984–1990)
1016,"Patil, Shri Shivajirao Giridhar",CONG(I),Maharashtra,Former,,1 (1992–1998)
1017,"Hans Raj, Raizada",Indian National Congress,Punjab,Former,,"2 (1952–1952, 1953–1958)"
1018,"Kakodkar, Shri Purushottam",CONG(I),Nominated,Former,,1 (1985–1991)
1019,"Ratan Kumari, Smt.",CONG(I),Madhya Pradesh,Former,,"3 (1976–1982, 1982–1988, 1988–1994)"
1020,"Patil, Shri Sonusing Dhansing",Congress,Bombay,Former,,"2 (1957–1958, 1958–1964)"
1021,"Kalaniya, Shri Ibrahim",CONG(I),Gujarat,Former,,"2 (1972–1978, 1978–1984)"
1022,"Hansda, Shri Phanindra Nath",Congress,West Bengal,Former,,1 (1976–1982)
1023,"Rath, Shri Abhimanyu",Gantantra Parishad,Odisha,Former,,1 (1956–1962)
1024,"Patil, Smt. Suryakanta",CONG(I),Maharashtra,Former,,1 (1986–1992)
1025,"Rath, Shri Baidyanath",Communist Party of India,Odisha,Former,,1 (1952–1954)
1026,"Patil, Shri Udhavrao Sahebrao",Other,Maharashtra,Former,,1 (1964–1970)
1027,"Rathi, Shri Kunj Bihari Lal",Jansangh,Uttar Pradesh,Former,,1 (1966–1972)
1028,"Patil, Shri Veerendra",Janata,Karnataka,Former,,1 (1972–1978)
1029,"Patil, Shri Vinayakrao Pandurang",Other,Bombay,Former,,1 (1960–1966)
1030,"Kaldate, Dr. Bapu",Janata Dal,Maharashtra,Former,,"2 (1984–1990, 1990–1996)"
1031,"Kalelkar, Kaka Saheb",Nominated,Nominated,Former,,"2 (1952–1958, 1958–1964)"
1032,"Patil, Shri Vishwasrao Ramrao",Janata Dal,Maharashtra,Former,,1 (1988–1994)
1033,"Patil Puttappa, Shri",Congress,Mysore,Former,,"2 (1962–1968, 1968–1974)"
1034,"Kalita, Shri Bhubaneswar",Bharatiya Janata Party,Assam,Sitting,74.0,"5 (1984–1990, 1990–1996, 2008–2014, 2014–2020, 2020–2026)"
1035,"Patnaik, Shri Biju",Janata Dal,Odisha,Former,,1 (1971–1971)
1036,"Kalvala, Shri Prabhakar Rao",Telugu Desam Party,Andhra Pradesh,Former,,1 (1986–1992)
1037,"Kalyan Chand, Shri",Indian National Congress,Uttar Pradesh,Former,,1 (1970–1976)
1038,"Kalyanasundaram, Shri Kanchi",Dravida Munnetra Kazhagam,Tamil Nadu,Former,,"2 (1969–1970, 1970–1976)"
1039,"Haneef, Shri Mahammed",Congress,Odisha,Former,,1 (1966–1972)
1040,"Handique, Shri Bijoy Krishna",CONG(I),Assam,Former,,1 (1980–1986)
1042,"Hakim Ali, Khawja",Other,Jammu & Kashmir,Former,,1 (1961–1962)
1043,"Hagjer, Shri Joy Bhadra",Congress,Assam,Former,,1 (1958–1964)
1044,"Habibullah, Smt. Hamida",CONG(I),Uttar Pradesh,Former,,1 (1976–1982)
1045,"Fotedar, Shri Makhan Lal",CONG(I),Uttar Pradesh,Former,,"2 (1985–1990, 1990–1996)"
1046,"Patnaik, Shri Dibakar",Praja Socialist Party,Odisha,Former,,1 (1958–1964)
1047,"Fernandes, Shri John F.",CONG(I),Goa,Former,,"2 (1987–1993, 1993–1999)"
1048,"Patnaik, Smt. Jayanti",CONG(I),Odisha,Former,,1 (1996–2002)
1049,"Patra, Shri Narayan",Congress,Odisha,Former,,1 (1964–1970)
1050,"Pattabiraman, Shri T.S.",Congress,Madras,Former,,"3 (1952–1956, 1957–1960, 1960–1966)"
1051,"Pattanayak, Shri Bhabani Charan",CONG(I),Odisha,Former,,"3 (1961–1966, 1966–1972, 1978–1984)"
1052,"Pattnaik, Shri Sunil Kumar",CONG(I),Odisha,Former,,1 (1984–1990)
1053,"Paul, Shri Makhan",Revolutionary Socialist Party,West Bengal,Former,,1 (1981–1987)
1054,"Pawar, Shri D.Y.",CONG(I),Bombay,Former,,"4 (1952–1956, 1956–1962, 1962–1968, 1972–1978)"
1055,"Kalyan, Shri Mohinder Singh",Indian National Congress,Punjab,Former,,1 (1992–1998)
1056,"Kalyanasundaram, Shri M.",Communist Party of India,Tamil Nadu,Former,,1 (1980–1986)
1057,"Kamalanathan, Shri M.",Dravida Munnetra Kazhagam,Tamil Nadu,Former,,"2 (1971–1972, 1972–1978)"
1058,"Kamalaswamy, Shri T.V.",Indian National Congress,Madras,Former,,"2 (1952–1954, 1954–1960)"
1059,"Kamble, Prof. N.M.",Indian National Congress,Maharashtra,Former,,"3 (1974–1980, 1980–1982, 1984–1990)"
1060,"Rathwa, Shri Ramsinh",CONG(I),Gujarat,Former,,"2 (1982–1988, 1988–1994)"
1061,"Raut, Shri Rajaram Balkrishna",Other,Bombay,Former,,1 (1952–1958)
1062,"Singh, Shri Kameshwar",Congress,Bihar,Former,,1 (1974–1980)
1064,"Ravi Shankar, Pandit",Other,Nominated,Former,,1 (1986–1992)
1065,"Ray, Shri Deba Prasad",CONG(I),West Bengal,Former,,1 (1984–1990)
1066,"Ray, Dr. Nihar Ranjan",Congress,West Bengal,Former,,"2 (1957–1962, 1962–1968)"
1067,"Ray, Shri Rabi",Lok Dal,Odisha,Former,,1 (1974–1980)
1068,"Ray, Shri Ram Prasanna",Congress,West Bengal,Former,,1 (1962–1968)
1069,"Ray, Shri Satyendra Prosad",Congress,West Bengal,Former,,"3 (1952–1956, 1956–1962, 1964–1970)"
1070,"Rayka, Shri Sagar",CONG(I),Gujarat,Former,,1 (1986–1988)
1071,"Razack, Smt. Noorjehan",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,Former,,1 (1977–1983)
1072,"Singh, Shri Kameshwara",Independent & Others,Bihar,Former,,"2 (1952–1958, 1960–1966)"
1074,"Kamta Singh, Shri",Other,Bihar,Former,,1 (1958–1964)
1075,"Kane, Dr. P.V.",Nominated,Nominated,Former,,"2 (1953–1958, 1958–1964)"
1076,"Kapoor, Shri Giriraj Kishore",Other,Madhya Pradesh,Former,,1 (1964–1985)
1077,"Kapoor, Shri Jaspat Roy",Indian National Congress,Uttar Pradesh,Former,,"2 (1952–1956, 1956–1962)"
1078,"Razi, Shri Syed Sibtey",Indian National Congress,Uttar Pradesh,Former,,"3 (1980–1986, 1988–1992, 1992–1998)"
1079,"Reddi, Dr. Begwada Gopala",Congress,Andhra Pradesh,Former,,"2 (1958–1960, 1960–1966)"
1082,"Kapoor, Shri Prithvi Raj",Nominated,Nominated,Former,,"2 (1952–1954, 1954–1960)"
1083,"Kapse, Prof. Ram",Bharatiya Janata Party,Maharashtra,Former,,1 (1996–1998)
1084,"Kapur, Shri H.L.",Indian National Congress,Nominated,Former,,1 (1985–1988)
1085,"Kapur, Shri Yashpal",Indian National Congress,Uttar Pradesh,Former,,1 (1972–1978)
1086,"Kar, Shri Ghulam Rasool",Indian National Congress,Nominated,Former,,1 (1984–1987)
1087,"Kar, Shri Narayan",Communist Party of India (Marxist),Tripura,Former,,1 (1986–1992)
1088,"Karanjia, Shri R.K.",Nominated,Nominated,Former,,1 (1991–1997)
1089,"Karayalar, Shri S. Chattanatha",Indian National Congress,Travancore Cochin,Former,,"2 (1952–1958, 1958–1964)"
1090,"Karimuddin, Kazi Syed",Indian National Congress,Madhya Pradesh,Former,,1 (1954–1958)
1091,"Karmarkar, Shri D.P.",Indian National Congress,Mysore,Former,,1 (1962–1968)
1092,"Kartar Singh, Shri",Indian National Congress,Patiala and East Punjab States Union,Former,,1 (1952–1953)
1093,"Karumbaya, Shri K.C.",Communist Party of India,Ajmer and Coorg,Former,,1 (1954–1956)
1094,"Karunakaran, Shri K.",Indian National Congress,Kerala,Former,107.0,"3 (1995–1997, 1997–1998, 2004–2010)"
1095,"Pendse, Shri Lalji Moreshwar",Communist Party of India,Bombay,Former,,1 (1958–1964)
1096,"Kasliwal, Shri Nemi Chandra",Indian National Congress,Rajasthan,Former,,1 (1962–1964)
1097,"Pheruman, Sardar Darshan Singh",Congress,Punjab,Former,,"3 (1952–1956, 1956–1956, 1958–1964)"
1098,"Katara, Shri Kanak Mal",Bharatiya Janata Party,Rajasthan,Former,,1 (1994–2000)
1099,"Phool Singh, Shri",Congress,Uttar Pradesh,Former,,1 (1969–1970)
1100,"Kataria, Shri Virendra",Indian National Congress,Punjab,Former,,1 (1992–1998)
1101,"Kathju, Shri P.N.",Indian National Congress,Rajasthan,Former,,1 (1962–1968)
1102,"Pillai, Shri C. Narayana",Congress,Travancore Cochin,Former,,1 (1952–1958)
1103,"Kaul, Shri Bal Krishna",Indian National Congress,Rajasthan,Former,,1 (1968–1974)
1104,"Pillai, Shri J. Sivashanmugam",Congress,Madras,Former,,1 (1962–1968)
1105,"Kaul, Smt. Krishna",Indian National Congress,Uttar Pradesh,Former,,1 (1982–1988)
1106,"Kaul, Shri M.N.",Nominated,Nominated,Former,,"2 (1966–1970, 1970–1972)"
1107,"Kaushal, Shri Jagan Nath",Indian National Congress,Patiala and East Punjab States Union,Former,,"2 (1952–1958, 1958–1964)"
1108,"Pillai, Shri Thennala  G. Balakrishna",Indian National Congress,Kerala,Former,94.0,"3 (1991–1992, 1992–1998, 2003–2009)"
1109,"Kaushik, Shri M.P.",Indian National Congress,Haryana,Former,,1 (1984–1990)
1110,"Pitamber Das, Shri",Jansangh,Uttar Pradesh,Former,,1 (1968–1974)
1111,"Kemparaj, Shri B.T.",Indian National Congress,Others,Former,,1 (1968–1974)
1112,"Keshvanand, Shri",Indian National Congress,Rajasthan,Former,,"2 (1952–1958, 1958–1964)"
1113,"Poddar, Shri Ramnath Anandilal",Congress,Rajasthan,Former,,1 (1952–1954)
1114,"Kesri, Shri Sitaram",Indian National Congress,Bihar,Former,,"5 (1971–1974, 1974–1980, 1980–1986, 1988–1994, 1994–2000)"
1115,"Poddar, Dr. R.K.",Communist Party of India (Marxist),West Bengal,Former,,"2 (1985–1987, 1987–1993)"
1116,"Khaitan, Shri Raghunath Prasad",Indian National Congress,Bihar,Former,,1 (1966–1972)
1117,"Poddar, Shri Rajendra Kumar",Independent & Others,Bihar,Former,,"2 (1968–1974, 1974–1980)"
1119,"Poonacha, Shri C.M.",Congress,Mysore,Former,,1 (1964–1970)
1120,"Poswal, Shri K.L.",CONG(I),Haryana,Former,,1 (1996–1998)
1123,"Paswan, Shri Braham Deo Anand",Janata Dal,Bihar,Former,,1 (1993–1994)
1125,"Reddi, Shri K. Brahamananda",Congress,Andhra Pradesh,Former,,1 (1974–1980)
1126,"Reddy, Shri Adduru Balarami",Congress,Andhra Pradesh,Former,,"2 (1953–1956, 1956–1962)"
1127,"Reddy, Shri Adinarayana",CONG(I),Andhra Pradesh,Former,,"2 (1964–1970, 1982–1988)"
1128,"Oza, Shri Ghanshyambhai",Janata,Gujarat,Former,,1 (1978–1984)
1129,"Khaparde, Miss Saroj",Indian National Congress,Maharashtra,Former,,"5 (1972–1974, 1976–1982, 1982–1988, 1988–1994, 1994–2000)"
1130,"Reddy, Shri B. Satyanarayan",Telugu Desam Party,Andhra Pradesh,Former,,"2 (1978–1984, 1984–1990)"
1131,"Onkar Nath, Shri",Congress,Delhi,Former,,"2 (1952–1955, 1956–1960)"
1132,"Oberoi, Shri Mohan Singh",BKD,Uttar Pradesh,Former,,"2 (1962–1968, 1972–1978)"
1133,"Reddy, Shri C. G.",Socialist Party,Mysore,Former,,1 (1952–1954)
1134,"Khan, Shri Abdur Rezzak",Communist Party of India,West Bengal,Former,,1 (1954–1960)
1135,"Khan, Shri Ahmad Said",Indian National Congress,Uttar Pradesh,Former,,"2 (1952–1954, 1954–1960)"
1136,"Reddy, Dr. G. Vijaya Mohan",Telugu Desam Party,Andhra Pradesh,Former,,1 (1986–1992)
1137,"Reddy, Shri Gaddam Narayana",Congress,Andhra Pradesh,Former,,1 (1970–1976)
1138,"Khan, Shri Akbar Ali",Indian National Congress,Andhra Pradesh,Former,,"3 (1954–1960, 1960–1966, 1966–1972)"
1139,"Khan, Shri Barkatullah",Indian National Congress,Rajasthan,Former,,"2 (1952–1954, 1954–1960)"
1140,"Khan, Shri F.M.",Indian National Congress,Karnataka,Former,,"2 (1976–1982, 1982–1988)"
1141,"Khan, Shri Ghayoor Ali",Other,Uttar Pradesh,Former,,1 (1976–1982)
1142,"Khan, Shri Khurshed Alam",Indian National Congress,National Capital Territory of Delhi,Former,,"2 (1974–1980, 1980–1986)"
1143,"Khan, Shri Maqsood Ali",Indian National Congress,Karnataka,Former,,"2 (1972–1978, 1978–1984)"
1144,"Khan, Mohd Masood",Independent & Others,Uttar Pradesh,Former,,1 (1992–1998)
1145,"Khan, Shri Pir Mohhmed",J&K National Conference,Jammu & Kashmir,Former,,"2 (1952–1958, 1958–1964)"
1147,"Obaidullah Sahib, Shri V.M.",Congress,Madras,Former,,"2 (1952–1956, 1956–1962)"
1148,"Khan, Prof. Rasheeduddin",Nominated,Nominated,Former,,"2 (1970–1976, 1976–1982)"
1149,"Khan, Shri Samiulla",Indian National Congress,Madhya Pradesh,Former,,1 (1952–1954)
1150,"Khan, Smt. Shyam Kumari",Indian National Congress,Uttar Pradesh,Former,,1 (1963–1968)
1151,"Nurul Hasan, Prof. S.",Indian National Congress,Uttar Pradesh,Former,,"3 (1968–1974, 1971–1972, 1972–1978)"
